Fighter,date,H_odds,A_odds
Kyle Noke,2016-01-02,-370.0,310.0
Stipe Miocic,2016-01-02,-240.0,220.0
Abel Trujillo,2016-01-02,135.0,-155.0
Justine Kish,2016-01-02,-220.0,180.0
Michael McDonald,2016-01-02,-600.0,450.0
Robbie Lawler,2016-01-02,-115.0,-105.0
Andrei Arlovski,2016-01-02,220.0,-240.0
Scott Holtzman,2016-01-02,-220.0,180.0
Diego Brandao,2016-01-02,145.0,-165.0
Lorenz Larkin,2016-01-02,210.0,-250.0
Joey Gomez,2016-01-17,180.0,-220.0
Kyle Bochniak,2016-01-17,215.0,-255.0
Luke Sanders,2016-01-17,105.0,-125.0
Mehdi Baghdad,2016-01-17,375.0,-470.0
Sean O'Connell,2016-01-17,245.0,-265.0
Matt Mitrione,2016-01-17,150.0,-170.0
Francisco Trinaldo,2016-01-17,130.0,-150.0
Ben Saunders,2016-01-17,-150.0,130.0
Ed Herman,2016-01-17,150.0,-170.0
Elvis Mutapcic,2016-01-17,-160.0,140.0
Daron Cruickshank,2016-01-17,200.0,-240.0
Chris Wade,2016-01-17,-470.0,375.0
TJ Dillashaw,2016-01-17,-155.0,135.0
Anthony Pettis,2016-01-17,-360.0,300.0
Travis Browne,2016-01-17,-170.0,150.0
Eddie Alvarez,2016-01-17,300.0,-360.0
Ross Pearson,2016-01-17,-150.0,130.0
Francimar Barroso,2016-01-17,140.0,-160.0
Rob Font,2016-01-17,-220.0,180.0
Charles Rosa,2016-01-17,-255.0,215.0
Patrick Cote,2016-01-17,130.0,-150.0
Paul Felder,2016-01-17,-240.0,200.0
Maximo Blanco,2016-01-17,-125.0,105.0
Tim Boetsch,2016-01-17,-170.0,150.0
Dominick Cruz,2016-01-17,135.0,-155.0
Ilir Latifi,2016-01-17,-265.0,245.0
Jimmie Rivera,2016-01-30,-170.0,150.0
Bryan Barberena,2016-01-30,235.0,-275.0
Jake Ellenberger,2016-01-30,225.0,-265.0
Diego Ferreira,2016-01-30,220.0,-260.0
Kevin Casey,2016-01-30,155.0,-175.0
Wilson Reis,2016-01-30,235.0,-275.0
Alexander Yakovlev,2016-01-30,-105.0,-115.0
Masio Fullen,2016-01-30,245.0,-290.0
Randy Brown,2016-01-30,-145.0,125.0
Damon Jackson,2016-01-30,295.0,-355.0
Ben Rothwell,2016-01-30,120.0,-140.0
Levan Makashvili,2016-01-30,-355.0,295.0
Felipe Olivieri,2016-01-30,135.0,-155.0
Josh Barnett,2016-01-30,-140.0,120.0
Iuri Alcantara,2016-01-30,150.0,-170.0
Sage Northcutt,2016-01-30,-275.0,235.0
Tarec Saffiedine,2016-01-30,-265.0,225.0
Olivier Aubin-Mercier,2016-01-30,-260.0,220.0
Rafael Natal,2016-01-30,-175.0,155.0
Dustin Ortiz,2016-01-30,-275.0,235.0
George Sullivan,2016-01-30,-115.0,-105.0
Alex Caceres,2016-01-30,-290.0,245.0
Matt Dwyer,2016-01-30,125.0,-145.0
Anthony Johnson,2016-01-30,-250.0,210.0
Ryan Bader,2016-01-30,210.0,-250.0
Anthony Rocco Martin,2016-01-30,-155.0,135.0
Sean Spencer,2016-02-06,-155.0,135.0
Artem Lobov,2016-02-06,-135.0,115.0
Mickey Gall,2016-02-06,-525.0,450.0
Noad Lahat,2016-02-06,-350.0,290.0
Ray Borg,2016-02-06,-185.0,160.0
Derrick Lewis,2016-02-06,-105.0,-115.0
Joshua Burkman,2016-02-06,-130.0,110.0
Mike Pyle,2016-02-06,135.0,-155.0
Joseph Benavidez,2016-02-06,-420.0,335.0
Ovince Saint Preux,2016-02-06,-420.0,335.0
Roy Nelson,2016-02-06,-115.0,-105.0
Johny Hendricks,2016-02-06,-290.0,245.0
Alex Nicholson,2016-02-06,500.0,-700.0
Misha Cirkunov,2016-02-06,-700.0,500.0
Mike Jackson,2016-02-06,450.0,-525.0
Diego Rivas,2016-02-06,290.0,-350.0
Zach Makovsky,2016-02-06,335.0,-420.0
Rafael Feijao,2016-02-06,335.0,-420.0
KJ Noons,2016-02-06,110.0,-130.0
Damian Grabowski,2016-02-06,-115.0,-105.0
Justin Scoggins,2016-02-06,160.0,-185.0
Alex White,2016-02-06,115.0,-135.0
Stephen Thompson,2016-02-06,245.0,-290.0
Jared Rosholt,2016-02-06,-105.0,-115.0
Augusto Mendes,2016-02-21,360.0,-450.0
Donald Cerrone,2016-02-21,-270.0,230.0
Derek Brunson,2016-02-21,-365.0,305.0
Roan Carneiro,2016-02-21,305.0,-365.0
Oluwale Bamgbose,2016-02-21,110.0,-130.0
Alex Oliveira,2016-02-21,230.0,-270.0
Tatsuya Kawajiri,2016-02-21,295.0,-355.0
Jonavin Webb,2016-02-21,-260.0,220.0
James Krause,2016-02-21,-185.0,160.0
Daniel Sarafian,2016-02-21,-130.0,110.0
Marion Reneau,2016-02-21,-190.0,165.0
Lauren Murphy,2016-02-21,-310.0,255.0
Joe Riggs,2016-02-21,185.0,-225.0
Anthony Hamilton,2016-02-21,105.0,-125.0
Shamil Abdurakhimov,2016-02-21,-125.0,105.0
Ashlee Evans-Smith,2016-02-21,165.0,-190.0
Shane Campbell,2016-02-21,160.0,-185.0
Alex Garcia,2016-02-21,-105.0,-115.0
Cody Garbrandt,2016-02-21,-450.0,360.0
Kelly Faszholz,2016-02-21,255.0,-310.0
Leonardo Augusto Leleco,2016-02-21,115.0,-135.0
Chris Camozzi,2016-02-21,-225.0,185.0
Dennis Bermudez,2016-02-21,-355.0,295.0
Sean Strickland,2016-02-21,-115.0,-105.0
Nathan Coy,2016-02-21,220.0,-260.0
Anthony Smith,2016-02-21,-135.0,115.0
Makwan Amirkhani,2016-02-27,-185.0,160.0
Arnold Allen,2016-02-27,-340.0,280.0
Anderson Silva,2016-02-27,-275.0,235.0
David Teymur,2016-02-27,-115.0,-105.0
Tom Breese,2016-02-27,-1165.0,750.0
Francisco Rivera,2016-02-27,-155.0,135.0
Mike Wilkinson,2016-02-27,160.0,-185.0
Teemu Packalen,2016-02-27,100.0,-110.0
Davey Grant,2016-02-27,-185.0,160.0
Gegard Mousasi,2016-02-27,-300.0,250.0
Scott Askham,2016-02-27,-360.0,300.0
Daniel Omielanczuk,2016-02-27,-110.0,-110.0
Norman Parke,2016-02-27,170.0,-200.0
Bradley Scott,2016-02-27,135.0,-155.0
Marlon Vera,2016-02-27,160.0,-185.0
Yaotzin Meza,2016-02-27,280.0,-340.0
Rustam Khabilov,2016-02-27,-200.0,170.0
Keita Nakamura,2016-02-27,750.0,-1165.0
Chris Dempsey,2016-02-27,300.0,-360.0
Brad Pickett,2016-02-27,135.0,-155.0
Jarjis Danho,2016-02-27,-110.0,-110.0
Thales Leites,2016-02-27,250.0,-300.0
Michael Bisping,2016-02-27,235.0,-275.0
Thibault Gouti,2016-02-27,-110.0,100.0
Martin Svensson,2016-02-27,-105.0,-115.0
Krzysztof Jotko,2016-02-27,-155.0,135.0
Teruto Ishihara,2016-03-05,155.0,-175.0
Tom Lawlor,2016-03-05,210.0,-250.0
Amanda Nunes,2016-03-05,-105.0,-115.0
Justin Salas,2016-03-05,165.0,-190.0
Diego Sanchez,2016-03-05,160.0,-185.0
Valentina Shevchenko,2016-03-05,-115.0,-105.0
Marcelo Guimaraes,2016-03-05,250.0,-300.0
Julian Erosa,2016-03-05,-175.0,155.0
Nate Diaz,2016-03-05,340.0,-425.0
Siyar Bahadurzada,2016-03-05,275.0,-335.0
Jason Saggo,2016-03-05,-190.0,165.0
Miesha Tate,2016-03-05,250.0,-300.0
Darren Elkins,2016-03-05,155.0,-175.0
Vitor Miranda,2016-03-05,-300.0,250.0
Erick Silva,2016-03-05,-225.0,185.0
Jim Miller,2016-03-05,-185.0,160.0
Brandon Thatch,2016-03-05,-335.0,275.0
Gian Villante,2016-03-05,160.0,-185.0
Corey Anderson,2016-03-05,-250.0,210.0
Conor McGregor,2016-03-05,-425.0,340.0
Ilir Latifi,2016-03-05,-185.0,160.0
Nordine Taleb,2016-03-05,185.0,-225.0
Holly Holm,2016-03-05,-300.0,250.0
Chas Skelly,2016-03-05,-175.0,155.0
Steve Bosse,2016-03-19,215.0,-255.0
Neil Magny,2016-03-19,-120.0,100.0
Seohee Ham,2016-03-19,-110.0,-110.0
Alan Jouban,2016-03-19,-525.0,415.0
Mark Eddiva,2016-03-19,150.0,-160.0
Rin Nakai,2016-03-19,110.0,-130.0
Viscardi Andrade,2016-03-19,105.0,-125.0
Mark Hunt,2016-03-19,-150.0,130.0
Hector Lombard,2016-03-19,100.0,-120.0
Jake Matthews,2016-03-19,105.0,-125.0
Daniel Kelly,2016-03-19,385.0,-485.0
Bec Rawlings,2016-03-19,-110.0,-110.0
Brendan O'Reilly,2016-03-19,415.0,-525.0
Dan Hooker,2016-03-19,-160.0,150.0
Richard Walsh,2016-03-19,-125.0,105.0
Ross Pearson,2016-03-19,-105.0,-115.0
Alan Patrick,2016-03-19,-300.0,250.0
Johnny Case,2016-03-19,-125.0,105.0
Frank Mir,2016-03-19,130.0,-150.0
Leslie Smith,2016-03-19,-130.0,110.0
James Te Huna,2016-03-19,-255.0,215.0
Antonio Carlos Junior,2016-03-19,-485.0,385.0
Chad Laprise,2016-03-19,-115.0,-105.0
Damien Brown,2016-03-19,250.0,-300.0
Bojan Velickovic,2016-04-10,-175.0,155.0
Cyril Asker,2016-04-10,115.0,-135.0
Jared Cannonier,2016-04-10,-135.0,115.0
Alessio Di Chirico,2016-04-10,155.0,-175.0
Lucas Martins,2016-04-10,-110.0,-110.0
Rob Whiteford,2016-04-10,-110.0,-110.0
Filip Pejic,2016-04-10,-110.0,100.0
Mairbek Taisumov,2016-04-10,-320.0,260.0
Junior Dos Santos,2016-04-10,-115.0,-105.0
Gabriel Gonzaga,2016-04-10,130.0,-150.0
Nicolas Dalby,2016-04-10,-105.0,-115.0
Maryna Moroz,2016-04-10,-170.0,150.0
Igor Pokrajac,2016-04-10,280.0,-340.0
Tim Johnson,2016-04-10,-110.0,-110.0
Francis Ngannou,2016-04-10,140.0,-160.0
Derrick Lewis,2016-04-10,-150.0,130.0
Ben Rothwell,2016-04-10,-105.0,-115.0
Damian Stasiak,2016-04-10,100.0,-110.0
Damir Hadzovic,2016-04-10,260.0,-320.0
Ian Entwistle,2016-04-10,-150.0,130.0
Marcin Tybura,2016-04-10,-110.0,-110.0
Curtis Blaydes,2016-04-10,-160.0,140.0
Alejandro Perez,2016-04-10,130.0,-150.0
Jan Blachowicz,2016-04-10,-340.0,280.0
Cristina Stanciu,2016-04-10,150.0,-170.0
Zak Cummings,2016-04-10,-115.0,-105.0
Darrell Horcher,2016-04-16,650.0,-1000.0
Bethe Correia,2016-04-16,180.0,-220.0
Rashad Evans,2016-04-16,185.0,-225.0
Khabib Nurmagomedov,2016-04-16,-1000.0,650.0
Michael Chiesa,2016-04-16,145.0,-165.0
Manvel Gamburyan,2016-04-16,400.0,-450.0
Oluwale Bamgbose,2016-04-16,-185.0,160.0
Tecia Torres,2016-04-16,140.0,-160.0
Cub Swanson,2016-04-16,-115.0,-105.0
Michael Graves,2016-04-16,-145.0,125.0
Cezar Ferreira,2016-04-16,160.0,-185.0
John Dodson,2016-04-16,-450.0,400.0
Court McGee,2016-04-16,100.0,-120.0
Beneil Dariush,2016-04-16,-165.0,145.0
Hacran Dias,2016-04-16,-105.0,-115.0
Rose Namajunas,2016-04-16,-160.0,140.0
Santiago Ponzinibbio,2016-04-16,-120.0,100.0
Raquel Pennington,2016-04-16,-220.0,180.0
Randy Brown,2016-04-16,125.0,-145.0
Elizeu Zaleski dos Santos,2016-04-16,125.0,-145.0
Glover Teixeira,2016-04-16,-225.0,185.0
Omari Akhmedov,2016-04-16,-145.0,125.0
Jon Jones,2016-04-23,-720.0,510.0
Chris Kelades,2016-04-23,185.0,-225.0
Demetrious Johnson,2016-04-23,-340.0,280.0
Anthony Pettis,2016-04-23,-190.0,165.0
Robert Whittaker,2016-04-23,-325.0,265.0
Yair Rodriguez,2016-04-23,-110.0,-110.0
Kevin Lee,2016-04-23,-360.0,300.0
James Vick,2016-04-23,-200.0,170.0
Clint Hester,2016-04-23,100.0,-120.0
Walt Harris,2016-04-23,160.0,-185.0
Marcos Rogerio de Lima,2016-04-23,-120.0,100.0
Ovince Saint Preux,2016-04-23,510.0,-720.0
Cody East,2016-04-23,-185.0,160.0
Henry Cejudo,2016-04-23,280.0,-340.0
Edson Barboza,2016-04-23,165.0,-190.0
Juliana Lima,2016-04-23,165.0,-190.0
Rafael Natal,2016-04-23,265.0,-325.0
Efrain Escudero,2016-04-23,300.0,-360.0
Andre Fili,2016-04-23,-110.0,-110.0
Dominique Steele,2016-04-23,295.0,-355.0
Glaico Franca,2016-04-23,170.0,-200.0
Carla Esparza,2016-04-23,-190.0,165.0
Danny Roberts,2016-04-23,-355.0,295.0
Sergio Pettis,2016-04-23,-225.0,185.0
Yan Cabral,2016-05-08,-160.0,140.0
Leon Edwards,2016-05-08,-270.0,230.0
Neil Seery,2016-05-08,450.0,-600.0
Ulka Sasaki,2016-05-08,-135.0,115.0
Dominic Waters,2016-05-08,230.0,-270.0
Willie Gates,2016-05-08,115.0,-135.0
Anna Elmose,2016-05-08,325.0,-400.0
Kyoji Horiguchi,2016-05-08,-600.0,450.0
Francimar Barroso,2016-05-08,170.0,-200.0
Jon Tuck,2016-05-08,-110.0,-110.0
Heather Jo Clark,2016-05-08,260.0,-320.0
Chris Wade,2016-05-08,145.0,-165.0
Andrei Arlovski,2016-05-08,200.0,-240.0
Stefan Struve,2016-05-08,-225.0,185.0
Gunnar Nelson,2016-05-08,135.0,-155.0
Garreth McLellan,2016-05-08,210.0,-250.0
Alistair Overeem,2016-05-08,-240.0,200.0
Antonio Silva,2016-05-08,185.0,-225.0
Albert Tumenov,2016-05-08,-155.0,135.0
Germaine de Randamie,2016-05-08,-400.0,325.0
Josh Emmett,2016-05-08,-110.0,-110.0
Nikita Krylov,2016-05-08,-200.0,170.0
Karolina Kowalkiewicz,2016-05-08,-320.0,260.0
Rustam Khabilov,2016-05-08,-165.0,145.0
Magnus Cedenblad,2016-05-08,-250.0,210.0
Reza Madadi,2016-05-08,140.0,-160.0
Thiago Santos,2016-05-14,-360.0,300.0
Demian Maia,2016-05-14,-350.0,290.0
Patrick Cummins,2016-05-14,-235.0,195.0
Rob Font,2016-05-14,125.0,-145.0
Yancy Medeiros,2016-05-14,235.0,-275.0
Nate Marquardt,2016-05-14,300.0,-360.0
Matt Brown,2016-05-14,290.0,-350.0
Bryan Barberena,2016-05-14,450.0,-600.0
Corey Anderson,2016-05-14,-160.0,140.0
Leslie Smith,2016-05-14,1200.0,-1500.0
Vitor Belfort,2016-05-14,240.0,-280.0
Stipe Miocic,2016-05-14,160.0,-185.0
Luan Chagas,2016-05-14,345.0,-430.0
Zubaira Tukhugov,2016-05-14,-120.0,100.0
Francisco Trinaldo,2016-05-14,-275.0,235.0
John Lineker,2016-05-14,-145.0,125.0
Rogerio Nogueira,2016-05-14,195.0,-235.0
Sergio Moraes,2016-05-14,-430.0,345.0
Renato Moicano,2016-05-14,100.0,-120.0
Warlley Alves,2016-05-14,-600.0,450.0
Mauricio Rua,2016-05-14,140.0,-160.0
Cris Cyborg,2016-05-14,-1500.0,1200.0
Jacare Souza,2016-05-14,-280.0,240.0
Fabricio Werdum,2016-05-14,-185.0,160.0
Erik Koch,2016-05-29,120.0,-140.0
Adam Milstead,2016-05-29,-290.0,245.0
Bryan Caraway,2016-05-29,255.0,-310.0
Shane Campbell,2016-05-29,-140.0,120.0
Alberto Uda,2016-05-29,-130.0,110.0
Aljamain Sterling,2016-05-29,-310.0,255.0
Jordan Rinaldi,2016-05-29,260.0,-320.0
Lorenz Larkin,2016-05-29,-105.0,-115.0
Vitor Miranda,2016-05-29,-145.0,125.0
Rick Story,2016-05-29,-135.0,115.0
Jeremy Stephens,2016-05-29,130.0,-150.0
Cody Garbrandt,2016-05-29,170.0,-200.0
Chris de la Rocha,2016-05-29,245.0,-290.0
Renan Barao,2016-05-29,-150.0,130.0
Tarec Saffiedine,2016-05-29,115.0,-135.0
Chris Camozzi,2016-05-29,125.0,-145.0
Jorge Masvidal,2016-05-29,-115.0,-105.0
Joshua Burkman,2016-05-29,245.0,-290.0
Sara McMann,2016-05-29,-125.0,105.0
Abel Trujillo,2016-05-29,-320.0,260.0
Jake Collier,2016-05-29,110.0,-130.0
Paul Felder,2016-05-29,-290.0,245.0
Thomas Almeida,2016-05-29,-200.0,170.0
Jessica Eye,2016-05-29,105.0,-125.0
Polo Reyes,2016-06-04,-115.0,-105.0
Michael Bisping,2016-06-04,525.0,-750.0
Urijah Faber,2016-06-04,315.0,-380.0
Ricardo Lamas,2016-06-04,230.0,-270.0
Hector Lombard,2016-06-04,-325.0,265.0
Bobby Green,2016-06-04,160.0,-185.0
Clay Guida,2016-06-04,195.0,-235.0
James Vick,2016-06-04,120.0,-140.0
Kevin Casey,2016-06-04,120.0,-140.0
Jonathan Wilson,2016-06-04,-165.0,145.0
Sean Strickland,2016-06-04,-110.0,-110.0
Cole Miller,2016-06-04,-165.0,145.0
Dong Hyun Ma,2016-06-04,-105.0,-115.0
Elvis Mutapcic,2016-06-04,-140.0,120.0
Henrique da Silva,2016-06-04,145.0,-165.0
Jessica Penne,2016-06-04,110.0,-130.0
Alex Caceres,2016-06-04,145.0,-165.0
Beneil Dariush,2016-06-04,-140.0,120.0
Brian Ortega,2016-06-04,-235.0,195.0
Dustin Poirier,2016-06-04,-185.0,160.0
Dan Henderson,2016-06-04,265.0,-325.0
Jessica Andrade,2016-06-04,-130.0,110.0
Tom Breese,2016-06-04,-110.0,-110.0
Luke Rockhold,2016-06-04,-750.0,525.0
Dominick Cruz,2016-06-04,-380.0,315.0
Max Holloway,2016-06-04,-270.0,230.0
Elias Theodorou,2016-06-18,-235.0,195.0
Randa Markos,2016-06-18,-115.0,-105.0
Colby Covington,2016-06-18,-235.0,195.0
Ali Bagautinov,2016-06-18,-260.0,220.0
Steve Bosse,2016-06-18,-135.0,115.0
Olivier Aubin-Mercier,2016-06-18,-470.0,375.0
Donald Cerrone,2016-06-18,-170.0,150.0
Rory MacDonald,2016-06-18,-105.0,-115.0
Tamdan McCrory,2016-06-18,-170.0,150.0
Geane Herrera,2016-06-18,220.0,-260.0
Valerie Letourneau,2016-06-18,-150.0,130.0
Jonathan Meunier,2016-06-18,195.0,-235.0
Chris Beal,2016-06-18,105.0,-125.0
Sam Alvey,2016-06-18,195.0,-235.0
Jocelyn Jones-Lybarger,2016-06-18,-105.0,-115.0
Misha Cirkunov,2016-06-18,-220.0,180.0
Stephen Thompson,2016-06-18,-115.0,-105.0
Patrick Cote,2016-06-18,150.0,-170.0
Sean O'Connell,2016-06-18,115.0,-135.0
Jason Saggo,2016-06-18,-115.0,-105.0
Joanne Calderwood,2016-06-18,130.0,-150.0
Leandro Silva,2016-06-18,-105.0,-115.0
Ion Cutelaba,2016-06-18,180.0,-220.0
Krzysztof Jotko,2016-06-18,150.0,-170.0
Joe Soto,2016-06-18,-125.0,105.0
Thibault Gouti,2016-06-18,375.0,-470.0
Roy Nelson,2016-07-07,-130.0,110.0
Eddie Alvarez,2016-07-07,245.0,-290.0
Derrick Lewis,2016-07-07,110.0,-130.0
Belal Muhammad,2016-07-07,125.0,-145.0
Mitch Clarke,2016-07-07,390.0,-440.0
Alberto Mina,2016-07-07,105.0,-125.0
Mehdi Baghdad,2016-07-07,110.0,-130.0
Dileno Lopes,2016-07-07,210.0,-250.0
Rafael Dos Anjos,2016-07-07,-290.0,245.0
Alan Jouban,2016-07-07,-145.0,125.0
Pedro Munhoz,2016-07-07,-240.0,200.0
Mike Pyle,2016-07-07,-125.0,105.0
Lukasz Sajewski,2016-07-07,225.0,-265.0
Vicente Luque,2016-07-07,-375.0,313.0
Marco Beltran,2016-07-07,105.0,-125.0
Gilbert Burns,2016-07-07,-265.0,225.0
Jerrod Sanders,2016-07-07,135.0,-155.0
Felipe Arantes,2016-07-07,-155.0,135.0
Russell Doane,2016-07-07,200.0,-240.0
Reginaldo Vieira,2016-07-07,-125.0,105.0
Alvaro Herrera,2016-07-07,313.0,-375.0
Anthony Birchak,2016-07-07,-250.0,210.0
John Makdessi,2016-07-07,-130.0,110.0
Joe Duffy,2016-07-07,-440.0,390.0
Khalil Rountree Jr.,2016-07-08,140.0,-160.0
Amanda Cooper,2016-07-08,310.0,-370.0
Will Brooks,2016-07-08,-365.0,305.0
Josh Stansbury,2016-07-08,125.0,-145.0
Thiago Tavares,2016-07-08,180.0,-220.0
Andrew Holbrook,2016-07-08,-135.0,115.0
Fernando Bruno,2016-07-08,145.0,-165.0
Andrew Sanchez,2016-07-08,-160.0,140.0
Joanna Jedrzejczyk,2016-07-08,-130.0,110.0
Matheus Nicolau,2016-07-08,120.0,-140.0
Claudia Gadelha,2016-07-08,110.0,-130.0
Anthony Smith,2016-07-08,-105.0,-115.0
Anton Zafir,2016-07-08,255.0,-310.0
Kevin Lee,2016-07-08,140.0,-160.0
Jake Matthews,2016-07-08,-160.0,140.0
Cezar Ferreira,2016-07-08,-115.0,-105.0
Cory Hendricks,2016-07-08,-145.0,125.0
John Moraga,2016-07-08,-140.0,120.0
Li Jingliang,2016-07-08,-310.0,255.0
Joaquim Silva,2016-07-08,115.0,-135.0
Dooho Choi,2016-07-08,-220.0,180.0
Ross Pearson,2016-07-08,305.0,-365.0
Tatiana Suarez,2016-07-08,-370.0,310.0
Gray Maynard,2016-07-08,-165.0,145.0
Daniel Cormier,2016-07-09,-430.0,345.0
Jim Miller,2016-07-09,-290.0,245.0
Gegard Mousasi,2016-07-09,-290.0,245.0
Diego Sanchez,2016-07-09,-125.0,105.0
Sage Northcutt,2016-07-09,-490.0,390.0
TJ Dillashaw,2016-07-09,-420.0,335.0
Johny Hendricks,2016-07-09,-105.0,-115.0
Cat Zingano,2016-07-09,-175.0,155.0
Cain Velasquez,2016-07-09,-355.0,295.0
Jose Aldo,2016-07-09,120.0,-140.0
Brock Lesnar,2016-07-09,140.0,-160.0
Joe Lauzon,2016-07-09,105.0,-125.0
Anderson Silva,2016-07-09,345.0,-430.0
Thiago Santos,2016-07-09,245.0,-290.0
Takanori Gomi,2016-07-09,245.0,-290.0
Raphael Assuncao,2016-07-09,335.0,-420.0
Kelvin Gastelum,2016-07-09,-115.0,-105.0
Julianna Pena,2016-07-09,155.0,-175.0
Travis Browne,2016-07-09,295.0,-355.0
Frankie Edgar,2016-07-09,-140.0,120.0
Mark Hunt,2016-07-09,-160.0,140.0
Amanda Nunes,2016-07-09,-325.0,265.0
Miesha Tate,2016-07-09,265.0,-325.0
Enrique Marin,2016-07-09,390.0,-490.0
Cristina Stanciu,2016-07-13,-160.0,140.0
Devin Clark,2016-07-13,-220.0,180.0
Alex Nicholson,2016-07-13,180.0,-220.0
Sam Alvey,2016-07-13,-275.0,235.0
Matthew Lopez,2016-07-13,-170.0,150.0
Katlyn Chookagian,2016-07-13,150.0,-170.0
Cody Pfister,2016-07-13,220.0,-260.0
Keita Nakamura,2016-07-13,135.0,-155.0
Rani Yahya,2016-07-13,150.0,-170.0
Scott Holtzman,2016-07-13,-260.0,220.0
Ben Nguyen,2016-07-13,-125.0,105.0
Eric Spicely,2016-07-13,235.0,-275.0
Lauren Murphy,2016-07-13,-170.0,150.0
Louis Smolka,2016-07-13,105.0,-125.0
Kyle Noke,2016-07-13,-155.0,135.0
Cortney Casey,2016-07-13,140.0,-160.0
Tim Boetsch,2016-07-13,205.0,-245.0
Tony Ferguson,2016-07-13,-800.0,550.0
Michael McDonald,2016-07-13,-115.0,-105.0
Lando Vannata,2016-07-13,550.0,-800.0
Josh Samman,2016-07-13,-245.0,205.0
Daniel Omielanczuk,2016-07-13,160.0,-185.0
Aleksei Oleinik,2016-07-13,-185.0,160.0
John Lineker,2016-07-13,-105.0,-115.0
JC Cottrell,2016-07-23,180.0,-220.0
Alexander Yakovlev,2016-07-23,210.0,-250.0
Godofredo Pepey,2016-07-23,200.0,-240.0
Eddie Wineland,2016-07-23,135.0,-155.0
Kailin Curran,2016-07-23,-145.0,125.0
Bojan Mihajlovic,2016-07-23,450.0,-600.0
Gilbert Melendez,2016-07-23,215.0,-255.0
Valentina Shevchenko,2016-07-23,165.0,-190.0
Luis Henrique,2016-07-23,105.0,-125.0
Alex Oliveira,2016-07-23,-220.0,180.0
Jim Alers,2016-07-23,-120.0,100.0
Dmitrii Smoliakov,2016-07-23,-125.0,105.0
James Moontasri,2016-07-23,180.0,-220.0
Holly Holm,2016-07-23,-190.0,165.0
Edson Barboza,2016-07-23,-255.0,215.0
Jason Knight,2016-07-23,100.0,-120.0
Felice Herrig,2016-07-23,125.0,-145.0
Frankie Saenz,2016-07-23,-155.0,135.0
Darren Elkins,2016-07-23,-240.0,200.0
Kamaru Usman,2016-07-23,-250.0,210.0
Michel Prazeres,2016-07-23,-220.0,180.0
Francis Ngannou,2016-07-23,-600.0,450.0
Hector Sandoval,2016-07-30,300.0,-360.0
Damian Grabowski,2016-07-30,115.0,-135.0
Jorge Masvidal,2016-07-30,-265.0,225.0
Ed Herman,2016-07-30,200.0,-240.0
Erik Perez,2016-07-30,-150.0,130.0
Jake Ellenberger,2016-07-30,255.0,-310.0
Karolina Kowalkiewicz,2016-07-30,165.0,-190.0
Bojan Velickovic,2016-07-30,195.0,-235.0
Tyron Woodley,2016-07-30,100.0,-120.0
Fredy Serrano,2016-07-30,-115.0,-105.0
Damien Brown,2016-07-30,-115.0,-105.0
Ryan Benoit,2016-07-30,-105.0,-115.0
Rose Namajunas,2016-07-30,-190.0,165.0
Matt Brown,2016-07-30,-310.0,255.0
Francisco Rivera,2016-07-30,130.0,-150.0
Nikita Krylov,2016-07-30,-240.0,200.0
Ross Pearson,2016-07-30,225.0,-265.0
Anthony Hamilton,2016-07-30,-135.0,115.0
Wilson Reis,2016-07-30,-360.0,300.0
Michael Graves,2016-07-30,-235.0,195.0
Cesar Arzamendia,2016-07-30,-105.0,-115.0
Robbie Lawler,2016-07-30,-120.0,100.0
Marcin Tybura,2016-08-06,-110.0,-110.0
Justin Ledet,2016-08-06,-120.0,100.0
Tatsuya Kawajiri,2016-08-06,270.0,-330.0
Horacio Gutierrez,2016-08-06,190.0,-230.0
Jason Novelli,2016-08-06,120.0,-140.0
Danielle Taylor,2016-08-06,235.0,-275.0
Trevor Smith,2016-08-06,110.0,-130.0
Chris Camozzi,2016-08-06,155.0,-175.0
Rony Jason,2016-08-06,250.0,-300.0
Dominique Steele,2016-08-06,130.0,-150.0
Chase Sherman,2016-08-06,100.0,-120.0
Cub Swanson,2016-08-06,-330.0,270.0
Teruto Ishihara,2016-08-06,-230.0,190.0
David Teymur,2016-08-06,-140.0,120.0
Viktor Pesta,2016-08-06,-110.0,-110.0
Court McGee,2016-08-06,-150.0,130.0
Maryna Moroz,2016-08-06,-275.0,235.0
Santiago Ponzinibbio,2016-08-06,-110.0,-110.0
Thales Leites,2016-08-06,-175.0,155.0
Dennis Bermudez,2016-08-06,-300.0,250.0
Zak Cummings,2016-08-06,-110.0,-110.0
Yair Rodriguez,2016-08-06,-335.0,275.0
Joe Gigliotti,2016-08-06,-130.0,110.0
Alex Caceres,2016-08-06,275.0,-335.0
Max Griffin,2016-08-20,335.0,-420.0
Marvin Vettori,2016-08-20,-165.0,145.0
Lorenz Larkin,2016-08-20,120.0,-140.0
Nate Diaz,2016-08-20,115.0,-135.0
Anthony Johnson,2016-08-20,-240.0,200.0
Rick Story,2016-08-20,120.0,-140.0
Colby Covington,2016-08-20,-420.0,335.0
Tim Means,2016-08-20,-420.0,335.0
Cody Garbrandt,2016-08-20,-525.0,415.0
Raquel Pennington,2016-08-20,-320.0,260.0
Chris Avila,2016-08-20,120.0,-140.0
Artem Lobov,2016-08-20,-140.0,120.0
