Fighter,date,H_odds,A_odds
Raulian Paiva,2019-02-09,220.0,-265.0
Wuliji Buren,2019-02-09,105.0,-125.0
Montana De La Rosa,2019-02-09,-250.0,210.0
Bryan Barberena,2019-02-17,375.0,-470.0
Alexandra Albu,2019-02-17,-110.0,-110.0
Kron Gracie,2019-02-17,-290.0,245.0
Cynthia Calvillo,2019-02-17,-355.0,295.0
Paul Felder,2019-02-17,100.0,-120.0
Cain Velasquez,2019-02-17,-210.0,175.0
Aljamain Sterling,2019-02-17,115.0,-135.0
Manny Bermudez,2019-02-17,-200.0,170.0
Andrea Lee,2019-02-17,-185.0,160.0
Nik Lentz,2019-02-17,140.0,-160.0
Luke Sanders,2019-02-17,-150.0,130.0
Myles Jury,2019-02-17,-150.0,130.0
Emily Whitmire,2019-02-17,-110.0,-110.0
Cortney Casey,2019-02-17,295.0,-355.0
Ashlee Evans-Smith,2019-02-17,160.0,-185.0
Benito Lopez,2019-02-17,170.0,-200.0
James Vick,2019-02-17,-120.0,100.0
Scott Holtzman,2019-02-17,-160.0,140.0
Alex Caceres,2019-02-17,245.0,-290.0
Vicente Luque,2019-02-17,-470.0,375.0
Andre Fili,2019-02-17,130.0,-150.0
Renan Barao,2019-02-17,130.0,-150.0
Francis Ngannou,2019-02-17,175.0,-210.0
Jimmie Rivera,2019-02-17,-135.0,115.0
Petr Yan,2019-02-23,-265.0,225.0
Lucie Pudilova,2019-02-23,135.0,-155.0
Michal Oleksiejczuk,2019-02-23,-220.0,180.0
Klidson Abreu,2019-02-23,175.0,-210.0
Carlo Pedersoli,2019-02-23,-160.0,140.0
Chris Fishgold,2019-02-23,-245.0,205.0
Gillian Robertson,2019-02-23,-180.0,158.0
Polo Reyes,2019-02-23,265.0,-325.0
Ismail Naurdiev,2019-02-23,375.0,-470.0
Joel Alvarez,2019-02-23,265.0,-325.0
Marcos Rogerio de Lima,2019-02-23,-105.0,-115.0
Thiago Santos,2019-02-23,-130.0,110.0
Damir Ismagulov,2019-02-23,-325.0,265.0
Diego Ferreira,2019-02-23,120.0,-140.0
Magomed Ankalaev,2019-02-23,-210.0,175.0
Liz Carmouche,2019-02-23,-155.0,135.0
John Dodson,2019-02-23,225.0,-265.0
Jan Blachowicz,2019-02-23,110.0,-130.0
Dwight Grant,2019-02-23,140.0,-160.0
Daniel Teymur,2019-02-23,205.0,-245.0
Veronica Macedo,2019-02-23,158.0,-180.0
Damir Hadzovic,2019-02-23,-325.0,265.0
Michel Prazeres,2019-02-23,-470.0,375.0
Rustam Khabilov,2019-02-23,-140.0,120.0
Stefan Struve,2019-02-23,-115.0,-105.0
Gian Villante,2019-02-23,180.0,-220.0
Gina Mazany,2019-03-02,415.0,-525.0
Edmen Shahbazyan,2019-03-02,-150.0,130.0
Diego Sanchez,2019-03-02,200.0,-240.0
Cody Stamann,2019-03-02,-170.0,150.0
Misha Cirkunov,2019-03-02,155.0,-175.0
Weili Zhang,2019-03-02,-145.0,125.0
Jeremy Stephens,2019-03-02,260.0,-320.0
Cody Garbrandt,2019-03-02,-160.0,140.0
Tecia Torres,2019-03-02,125.0,-145.0
Polyana Viana,2019-03-02,-280.0,240.0
Jon Jones,2019-03-02,-800.0,550.0
Hannah Cifers,2019-03-02,240.0,-280.0
Macy Chiasson,2019-03-02,-525.0,415.0
Charles Byrd,2019-03-02,130.0,-150.0
Mickey Gall,2019-03-02,-240.0,200.0
Alejandro Perez,2019-03-02,150.0,-170.0
Johnny Walker,2019-03-02,-175.0,155.0
Zabit Magomedsharipov,2019-03-02,-320.0,260.0
Anthony Smith,2019-03-02,550.0,-800.0
Kamaru Usman,2019-03-02,165.0,-190.0
Ben Askren,2019-03-02,-280.0,240.0
Robbie Lawler,2019-03-02,240.0,-280.0
Tyron Woodley,2019-03-02,-190.0,165.0
Pedro Munhoz,2019-03-02,140.0,-160.0
Alex White,2019-03-09,-135.0,115.0
Beneil Dariush,2019-03-09,-220.0,180.0
Blagoy Ivanov,2019-03-09,100.0,-120.0
Tim Means,2019-03-09,-210.0,175.0
Elizeu Zaleski dos Santos,2019-03-09,100.0,-120.0
Derrick Lewis,2019-03-09,200.0,-240.0
Marion Reneau,2019-03-09,195.0,-235.0
Grant Dawson,2019-03-09,-200.0,170.0
Junior Dos Santos,2019-03-09,-240.0,200.0
Curtis Millender,2019-03-09,-120.0,100.0
Tim Boetsch,2019-03-09,135.0,-155.0
Ben Rothwell,2019-03-09,-120.0,100.0
Niko Price,2019-03-09,175.0,-210.0
Omari Akhmedov,2019-03-09,-155.0,135.0
Sergio Moraes,2019-03-09,200.0,-240.0
Yana Kunitskaya,2019-03-09,-235.0,195.0
Julian Erosa,2019-03-09,170.0,-200.0
Jeff Hughes,2019-03-09,-255.0,215.0
Matt Schnell,2019-03-09,110.0,-130.0
Zak Ottow,2019-03-09,155.0,-175.0
Dan Moret,2019-03-09,115.0,-135.0
Maurice Greene,2019-03-09,215.0,-255.0
Louis Smolka,2019-03-09,-130.0,110.0
Alex Morono,2019-03-09,-175.0,155.0
Drew Dober,2019-03-09,180.0,-220.0
Anthony Rocco Martin,2019-03-09,-240.0,200.0
Volkan Oezdemir,2019-03-16,220.0,-260.0
Nathaniel Wood,2019-03-16,-335.0,275.0
Danny Roberts,2019-03-16,130.0,-150.0
Marc Diakiese,2019-03-16,165.0,-190.0
Molly McCann,2019-03-16,-175.0,155.0
Danny Henry,2019-03-16,130.0,-140.0
Nicolae Negumereanu,2019-03-16,-170.0,150.0
Leon Edwards,2019-03-16,-140.0,120.0
Mike Grundy,2019-03-16,310.0,-340.0
Darren Till,2019-03-16,-225.0,185.0
Jorge Masvidal,2019-03-16,185.0,-225.0
Jose Quinonez,2019-03-16,275.0,-335.0
Nad Narimani,2019-03-16,-340.0,310.0
Priscila Cachoeira,2019-03-16,155.0,-175.0
Dan Ige,2019-03-16,-140.0,130.0
Saparbeg Safarov,2019-03-16,150.0,-170.0
Joe Duffy,2019-03-16,-190.0,165.0
Jordan Rinaldi,2019-03-16,130.0,-150.0
John Phillips,2019-03-16,115.0,-135.0
Claudio Silva,2019-03-16,-150.0,130.0
Jack Marshman,2019-03-16,-135.0,115.0
Gunnar Nelson,2019-03-16,120.0,-140.0
Arnold Allen,2019-03-16,-150.0,130.0
Dominick Reyes,2019-03-16,-260.0,220.0
Eric Shelton,2019-03-23,-130.0,110.0
Luis Pena,2019-03-23,-225.0,185.0
Maycee Barber,2019-03-23,-275.0,235.0
Bryce Mitchell,2019-03-23,130.0,-150.0
Marlon Vera,2019-03-23,-170.0,150.0
Alexis Davis,2019-03-23,-145.0,125.0
Randa Markos,2019-03-23,135.0,-155.0
Ryan MacDonald,2019-03-23,260.0,-320.0
Steven Peterson,2019-03-23,185.0,-225.0
Anthony Pettis,2019-03-23,345.0,-430.0
Justin Willis,2019-03-23,235.0,-275.0
Jesus Pinedo,2019-03-23,250.0,-300.0
Deiveson Figueiredo,2019-03-23,-170.0,150.0
Jussier Formiga,2019-03-23,150.0,-170.0
JJ Aldrich,2019-03-23,235.0,-275.0
Bobby Moffett,2019-03-23,-150.0,130.0
Frankie Saenz,2019-03-23,150.0,-170.0
Jennifer Maia,2019-03-23,125.0,-145.0
Angela Hill,2019-03-23,-155.0,135.0
Chris Gutierrez,2019-03-23,-320.0,260.0
Jordan Espinosa,2019-03-23,110.0,-130.0
Curtis Blaydes,2019-03-23,-275.0,235.0
John Makdessi,2019-03-23,-300.0,250.0
Stephen Thompson,2019-03-23,-430.0,345.0
Kevin Aguilar,2019-03-30,105.0,-125.0
Desmond Green,2019-03-30,-600.0,450.0
Jessica Aguilar,2019-03-30,290.0,-350.0
Michelle Waterson,2019-03-30,140.0,-160.0
Sheymon Moraes,2019-03-30,125.0,-145.0
Josh Emmett,2019-03-30,130.0,-150.0
David Branch,2019-03-30,130.0,-150.0
Edson Barboza,2019-03-30,-120.0,100.0
Casey Kenney,2019-03-30,190.0,-230.0
Paul Craig,2019-03-30,160.0,-185.0
Gerald Meerschaert,2019-03-30,185.0,-225.0
Justin Gaethje,2019-03-30,100.0,-120.0
Jack Hermansson,2019-03-30,-150.0,130.0
Michael Johnson,2019-03-30,-150.0,130.0
Karolina Kowalkiewicz,2019-03-30,-160.0,140.0
Kennedy Nzechukwu,2019-03-30,-185.0,160.0
Sodiq Yusuff,2019-03-30,-145.0,125.0
Marina Rodriguez,2019-03-30,-350.0,290.0
Ross Pearson,2019-03-30,450.0,-600.0
Enrique Barzola,2019-03-30,-125.0,105.0
Kevin Holland,2019-03-30,-225.0,185.0
Ray Borg,2019-03-30,-230.0,190.0
Sabina Mazo,2019-03-30,-165.0,145.0
Alex Perez,2019-03-30,-365.0,328.0
Mark De La Rosa,2019-03-30,328.0,-365.0
Maryna Moroz,2019-03-30,145.0,-165.0
Alan Jouban,2019-04-13,110.0,-130.0
Poliana Botelho,2019-04-13,-165.0,145.0
Randy Costa,2019-04-13,165.0,-190.0
Khalid Taha,2019-04-13,155.0,-175.0
Belal Muhammad,2019-04-13,-155.0,135.0
Zelim Imadaev,2019-04-13,-130.0,110.0
Alexandre Pantoja,2019-04-13,-170.0,150.0
Matt Frevola,2019-04-13,145.0,-165.0
Nikita Krylov,2019-04-13,-135.0,115.0
Dwight Grant,2019-04-13,-130.0,110.0
Khalil Rountree Jr.,2019-04-13,160.0,-185.0
Israel Adesanya,2019-04-13,-170.0,150.0
Dustin Poirier,2019-04-13,180.0,-220.0
Eryk Anders,2019-04-13,-185.0,160.0
Ovince Saint Preux,2019-04-13,115.0,-135.0
Andre Soukhamthath,2019-04-13,450.0,-600.0
Jalin Turner,2019-04-13,-165.0,145.0
Brandon Davis,2019-04-13,-190.0,165.0
Max Griffin,2019-04-13,110.0,-130.0
Boston Salmon,2019-04-13,-175.0,155.0
Curtis Millender,2019-04-13,135.0,-155.0
Montel Jackson,2019-04-13,-600.0,450.0
Lauren Mueller,2019-04-13,145.0,-165.0
Kelvin Gastelum,2019-04-13,150.0,-170.0
Max Holloway,2019-04-13,-220.0,180.0
Wilson Reis,2019-04-13,150.0,-170.0
Seungwoo Choi,2019-04-20,350.0,-440.0
Keita Nakamura,2019-04-20,-110.0,-110.0
Alex Da Silva,2019-04-20,130.0,-150.0
Shamil Abdurakhimov,2019-04-20,115.0,-135.0
Michal Oleksiejczuk,2019-04-20,-220.0,180.0
Rafael Fiziev,2019-04-20,-140.0,120.0
Magomed Mustafaev,2019-04-20,120.0,-140.0
Alexander Yakovlev,2019-04-20,-150.0,130.0
Marcin Tybura,2019-04-20,-135.0,115.0
Sultan Aliev,2019-04-20,-110.0,-110.0
Movsar Evloev,2019-04-20,-440.0,350.0
Krzysztof Jotko,2019-04-20,-230.0,190.0
Roxanne Modafferi,2019-04-20,270.0,-330.0
Sergei Pavlovich,2019-04-20,-300.0,250.0
Islam Makhachev,2019-04-20,-320.0,260.0
Alistair Overeem,2019-04-20,-245.0,205.0
Antonina Shevchenko,2019-04-20,-330.0,270.0
Gadzhimurad Antigulov,2019-04-20,180.0,-220.0
Marcelo Golm,2019-04-20,250.0,-300.0
Alen Amedovski,2019-04-20,190.0,-230.0
Aleksei Oleinik,2019-04-20,205.0,-245.0
Arman Tsarukyan,2019-04-20,260.0,-320.0
Jacare Souza,2019-04-27,-225.0,185.0
Court McGee,2019-04-27,-150.0,130.0
Angela Hill,2019-04-27,-610.0,455.0
Jim Miller,2019-04-27,-115.0,105.0
Greg Hardy,2019-04-27,-290.0,245.0
Alex Oliveira,2019-04-27,-165.0,145.0
Glover Teixeira,2019-04-27,-120.0,100.0
John Lineker,2019-04-27,-155.0,135.0
Roosevelt Roberts,2019-04-27,-470.0,375.0
Ben Saunders,2019-04-27,190.0,-230.0
Andrei Arlovski,2019-04-27,145.0,-165.0
Carla Esparza,2019-04-27,-130.0,110.0
Gilbert Burns,2019-04-27,-245.0,205.0
Virna Jandiroba,2019-04-27,110.0,-130.0
Dhiego Lima,2019-04-27,130.0,-150.0
Jodie Esquibel,2019-04-27,455.0,-610.0
Jason Gonzalez,2019-04-27,105.0,-115.0
Mike Davis,2019-04-27,205.0,-245.0
Augusto Sakai,2019-04-27,-165.0,145.0
Takashi Sato,2019-04-27,-230.0,190.0
Cory Sandhagen,2019-04-27,135.0,-155.0
Ion Cutelaba,2019-04-27,100.0,-120.0
Mike Perry,2019-04-27,145.0,-165.0
Dmitrii Smoliakov,2019-04-27,245.0,-290.0
Thomas Gifford,2019-04-27,375.0,-470.0
Jack Hermansson,2019-04-27,185.0,-225.0
Cole Smith,2019-05-04,100.0,-120.0
Al Iaquinta,2019-05-04,-130.0,110.0
Derek Brunson,2019-05-04,-110.0,-110.0
Cub Swanson,2019-05-04,160.0,-185.0
Brad Katona,2019-05-04,140.0,-160.0
Walt Harris,2019-05-04,-165.0,145.0
Marc-Andre Barriault,2019-05-04,140.0,-160.0
Macy Chiasson,2019-05-04,-700.0,500.0
Aiemann Zahabi,2019-05-04,-175.0,155.0
Nordine Taleb,2019-05-04,-420.0,335.0
Kyle Nelson,2019-05-04,165.0,-190.0
Arjan Bhullar,2019-05-04,115.0,-135.0
Kyle Prepolec,2019-05-04,335.0,-420.0
Vince Morales,2019-05-04,155.0,-175.0
Sarah Moras,2019-05-04,500.0,-700.0
Andrew Sanchez,2019-05-04,-160.0,140.0
Juan Adams,2019-05-04,-135.0,115.0
Serghei Spivac,2019-05-04,145.0,-165.0
Merab Dvalishvili,2019-05-04,-160.0,140.0
Shane Burgos,2019-05-04,-185.0,160.0
Elias Theodorou,2019-05-04,-110.0,-110.0
Donald Cerrone,2019-05-04,110.0,-130.0
Mitch Gagnon,2019-05-04,-120.0,100.0
Matt Sayles,2019-05-04,-190.0,165.0
Rose Namajunas,2019-05-11,120.0,-140.0
Viviane Araujo,2019-05-11,240.0,-280.0
Jose Aldo,2019-05-11,-145.0,125.0
Thiago Alves,2019-05-11,-125.0,105.0
Irene Aldana,2019-05-11,-400.0,325.0
Rogerio Nogueira,2019-05-11,105.0,-125.0
Thiago Moises,2019-05-11,-125.0,105.0
Warlley Alves,2019-05-11,-135.0,115.0
BJ Penn,2019-05-11,525.0,-750.0
Luana Carolina,2019-05-11,-170.0,150.0
Raoni Barcelos,2019-05-11,-1100.0,700.0
Jared Cannonier,2019-05-11,-135.0,115.0
Talita Bernardo,2019-05-11,-280.0,240.0
Anderson Silva,2019-05-11,115.0,-135.0
Alexander Volkanovski,2019-05-11,125.0,-145.0
Laureano Staropoli,2019-05-11,105.0,-125.0
Ryan Spann,2019-05-11,-125.0,105.0
Kurt Holobaugh,2019-05-11,105.0,-125.0
Sergio Moraes,2019-05-11,115.0,-135.0
Clay Guida,2019-05-11,-750.0,525.0
Priscila Cachoeira,2019-05-11,150.0,-170.0
Carlos Huachin,2019-05-11,700.0,-1100.0
Jessica Andrade,2019-05-11,-140.0,120.0
Bethe Correia,2019-05-11,325.0,-400.0
Kevin Lee,2019-05-18,-150.0,130.0
Trevin Giles,2019-05-18,-200.0,170.0
Julio Arce,2019-05-18,-800.0,550.0
Zak Cummings,2019-05-18,170.0,-200.0
Patrick Cummins,2019-05-18,-260.0,220.0
Michael Trizano,2019-05-18,145.0,-165.0
Danny Roberts,2019-05-18,-250.0,210.0
Desmond Green,2019-05-18,-900.0,600.0
Davi Ramos,2019-05-18,-550.0,425.0
Charles Oliveira,2019-05-18,-420.0,335.0
Vicente Luque,2019-05-18,-1100.0,700.0
Megan Anderson,2019-05-18,-220.0,180.0
Julian Erosa,2019-05-18,550.0,-800.0
Antonio Carlos Junior,2019-05-18,-160.0,140.0
Ian Heinisch,2019-05-18,140.0,-160.0
Felicia Spencer,2019-05-18,180.0,-220.0
Derrick Krantz,2019-05-18,700.0,-1100.0
Nik Lentz,2019-05-18,335.0,-420.0
Austin Hubbard,2019-05-18,425.0,-550.0
Sijara Eubanks,2019-05-18,220.0,-260.0
Charles Jourdain,2019-05-18,600.0,-900.0
Michel Pereira,2019-05-18,210.0,-250.0
Grant Dawson,2019-05-18,-165.0,145.0
Ed Herman,2019-05-18,220.0,-260.0
Rafael Dos Anjos,2019-05-18,130.0,-150.0
Aspen Ladd,2019-05-18,-260.0,220.0
Damir Hadzovic,2019-06-01,-165.0,145.0
Darko Stosic,2019-06-01,-110.0,-110.0
Sergey Khandozhko,2019-06-01,-155.0,135.0
Sung Bin Jo,2019-06-01,-130.0,110.0
Christos Giagos,2019-06-01,145.0,-165.0
Chris Fishgold,2019-06-01,110.0,-130.0
Aleksandar Rakic,2019-06-01,-255.0,215.0
Anthony Smith,2019-06-01,260.0,-320.0
Joel Alvarez,2019-06-01,-105.0,-115.0
Frank Camacho,2019-06-01,-130.0,110.0
Duda Santana,2019-06-01,105.0,-125.0
Lina Lansberg,2019-06-01,325.0,-400.0
Devin Clark,2019-06-01,-110.0,-110.0
Alexander Gustafsson,2019-06-01,-320.0,260.0
Jimi Manuwa,2019-06-01,215.0,-255.0
Makwan Amirkhani,2019-06-01,-130.0,110.0
Daniel Teymur,2019-06-01,110.0,-130.0
Rostem Akman,2019-06-01,135.0,-155.0
Tonya Evinger,2019-06-01,-400.0,325.0
Stevie Ray,2019-06-01,135.0,-155.0
Nick Hein,2019-06-01,110.0,-130.0
Bea Malecki,2019-06-01,-125.0,105.0
Danilo Belluardo,2019-06-01,-115.0,-105.0
Leonardo Santos,2019-06-01,-155.0,135.0
Tatiana Suarez,2019-06-08,-750.0,525.0
Tony Ferguson,2019-06-08,-210.0,175.0
Valentina Shevchenko,2019-06-08,-1100.0,700.0
Henry Cejudo,2019-06-08,145.0,-165.0
Tai Tuivasa,2019-06-08,-160.0,140.0
Jimmie Rivera,2019-06-08,300.0,-360.0
Alexa Grasso,2019-06-08,-125.0,105.0
Grigorii Popov,2019-06-08,135.0,-155.0
Katlyn Chookagian,2019-06-08,-105.0,-115.0
Eddie Wineland,2019-06-08,-155.0,135.0
Bevon Lewis,2019-06-08,-170.0,150.0
Yan Xiaonan,2019-06-08,-220.0,180.0
Ricardo Lamas,2019-06-08,155.0,-175.0
Karolina Kowalkiewicz,2019-06-08,105.0,-125.0
Aljamain Sterling,2019-06-08,-160.0,140.0
Marlon Moraes,2019-06-08,-165.0,145.0
Jessica Eye,2019-06-08,700.0,-1100.0
Donald Cerrone,2019-06-08,175.0,-210.0
Petr Yan,2019-06-08,-360.0,300.0
Blagoy Ivanov,2019-06-08,140.0,-160.0
Nina Ansaroff,2019-06-08,525.0,-750.0
Pedro Munhoz,2019-06-08,140.0,-160.0
Calvin Kattar,2019-06-08,-175.0,155.0
Angela Hill,2019-06-08,180.0,-220.0
Darren Stewart,2019-06-08,150.0,-170.0
Joanne Calderwood,2019-06-08,-115.0,-105.0
Syuri Kondo,2019-06-22,120.0,-140.0
Renato Moicano,2019-06-22,-220.0,180.0
Randy Brown,2019-06-22,195.0,-235.0
Deron Winn,2019-06-22,-360.0,300.0
Ariane Lipski,2019-06-22,-255.0,215.0
Allen Crowder,2019-06-22,190.0,-230.0
Matt Wiman,2019-06-22,315.0,-380.0
Ashley Yoder,2019-06-22,-140.0,120.0
Dan Ige,2019-06-22,120.0,-140.0
Kevin Holland,2019-06-22,-230.0,190.0
Andrea Lee,2019-06-22,-185.0,160.0
Bryan Barberena,2019-06-22,-235.0,195.0
Andre Ewell,2019-06-22,-140.0,120.0
Luis Pena,2019-06-22,-380.0,315.0
Chan Sung Jung,2019-06-22,180.0,-220.0
Anderson Dos Santos,2019-06-22,120.0,-140.0
Montana De La Rosa,2019-06-22,160.0,-185.0
Alessio Di Chirico,2019-06-22,190.0,-230.0
Kevin Aguilar,2019-06-22,-140.0,120.0
Jairzinho Rozenstruik,2019-06-22,-230.0,190.0
Molly McCann,2019-06-22,215.0,-255.0
Eric Spicely,2019-06-22,300.0,-360.0
Rocco Martin,2019-06-29,165.0,-190.0
Vinc Pichel,2019-06-29,205.0,-245.0
Marco Polo Reyes,2019-06-29,345.0,-430.0
Paul Craig,2019-06-29,290.0,-350.0
Amanda Ribas,2019-06-29,155.0,-175.0
Junior Albini,2019-06-29,105.0,-125.0
Joseph Benavidez,2019-06-29,-125.0,105.0
Dan Moret,2019-06-29,290.0,-350.0
Dequan Townsend,2019-06-29,335.0,-420.0
Journey Newson,2019-06-29,315.0,-380.0
Junior Dos Santos,2019-06-29,180.0,-220.0
Vinicius Moreira,2019-06-29,250.0,-300.0
Francis Ngannou,2019-06-29,-220.0,180.0
Jussier Formiga,2019-06-29,105.0,-125.0
Demian Maia,2019-06-29,-190.0,165.0
Roosevelt Roberts,2019-06-29,-245.0,205.0
Drew Dober,2019-06-29,-430.0,345.0
Maurice Greene,2019-06-29,-125.0,105.0
Emily Whitmire,2019-06-29,-175.0,155.0
Dalcha Lungiambula,2019-06-29,-420.0,335.0
Jared Gordon,2019-06-29,-350.0,290.0
Alonzo Menifield,2019-06-29,-350.0,290.0
Eryk Anders,2019-06-29,-300.0,250.0
Ricardo Ramos,2019-06-29,-380.0,315.0
Gilbert Melendez,2019-07-06,260.0,-320.0
Arnold Allen,2019-07-06,-320.0,260.0
Nohelin Hernandez,2019-07-06,375.0,-470.0
Randa Markos,2019-07-06,170.0,-200.0
Song Yadong,2019-07-06,-225.0,185.0
Jack Marshman,2019-07-06,480.0,-570.0
Chance Rencountre,2019-07-06,435.0,-570.0
Pannie Kianzad,2019-07-06,210.0,-250.0
Edmen Shahbazyan,2019-07-06,-570.0,480.0
Ismail Naurdiev,2019-07-06,-570.0,435.0
Julia Avila,2019-07-06,-250.0,210.0
Michael Chiesa,2019-07-06,-380.0,315.0
Luke Rockhold,2019-07-06,-260.0,220.0
Thiago Santos,2019-07-06,485.0,-670.0
Holly Holm,2019-07-06,300.0,-360.0
Diego Sanchez,2019-07-06,315.0,-380.0
Ben Askren,2019-07-06,-220.0,180.0
Jorge Masvidal,2019-07-06,180.0,-220.0
Amanda Nunes,2019-07-06,-360.0,300.0
Jon Jones,2019-07-06,-670.0,485.0
Jan Blachowicz,2019-07-06,220.0,-260.0
Caludia Gadelha,2019-07-06,-200.0,170.0
Alejandro Perez,2019-07-06,185.0,-225.0
Marlon Vera,2019-07-06,-470.0,375.0
Vince Morales,2019-07-13,-105.0,-105.0
Brianna Van Buren,2019-07-13,-105.0,-115.0
Jonathan Martinez,2019-07-13,180.0,-220.0
Ryan Hall,2019-07-13,-105.0,-115.0
Nicco Montano,2019-07-13,210.0,-250.0
Sheymon Moraes,2019-07-13,140.0,-160.0
Cezar Ferreira,2019-07-13,180.0,-220.0
Wellington Turman,2019-07-13,180.0,-220.0
Mirsad Bektic,2019-07-13,-170.0,150.0
Aspen Ladd,2019-07-13,-120.0,100.0
Ricky Simon,2019-07-13,-355.0,320.0
Andre Fili,2019-07-13,-160.0,140.0
Julianna Pena,2019-07-13,-250.0,210.0
Darren Elkins,2019-07-13,-115.0,-105.0
Liu Pingyuan,2019-07-13,-220.0,180.0
Livinha Souza,2019-07-13,-115.0,-105.0
Benito Lopez,2019-07-13,-105.0,-105.0
Marvin Vettori,2019-07-13,-220.0,180.0
Germaine De Randamie,2019-07-13,100.0,-120.0
Karl Roberson,2019-07-13,-220.0,180.0
Josh Emmett,2019-07-13,150.0,-170.0
Urijah Faber,2019-07-13,320.0,-355.0
Gabriel Silva,2019-07-20,160.0,-185.0
Jennifer Maia,2019-07-20,-130.0,110.0
Klidson Abreu,2019-07-20,-165.0,145.0
Irene Aldana,2019-07-20,-135.0,115.0
Ben Rothwell,2019-07-20,-175.0,155.0
Jin Soo Son,2019-07-20,-170.0,150.0
Leon Edwards,2019-07-20,-110.0,-110.0
Walt Harris,2019-07-20,-150.0,130.0
Juan Adams,2019-07-20,-115.0,-105.0
Steven Peterson,2019-07-20,-105.0,-115.0
Felipe Colares,2019-07-20,325.0,-400.0
Francisco Trinaldo,2019-07-20,210.0,-250.0
Alex Caceres,2019-07-20,-115.0,-105.0
Rafael Dos Anjos,2019-07-20,-110.0,-110.0
Aleksei Oleinik,2019-07-20,130.0,-150.0
Greg Hardy,2019-07-20,-105.0,-115.0
Domingo Pilarte,2019-07-20,-400.0,325.0
Mario Bautista,2019-07-20,150.0,-170.0
Ray Borg,2019-07-20,-185.0,160.0
Roxanne Modafferi,2019-07-20,110.0,-130.0
Sam Alvey,2019-07-20,145.0,-165.0
Raquel Pennington,2019-07-20,115.0,-135.0
Dan Hooker,2019-07-20,-125.0,105.0
James Vick,2019-07-20,105.0,-125.0
Alexander Hernandez,2019-07-20,-250.0,210.0
Andrei Arlovski,2019-07-20,155.0,-175.0
Deiveson Figueiredo,2019-07-27,120.0,-140.0
Krzystof Jotko,2019-07-27,-165.0,145.0
Yoshinori Horie,2019-07-27,350.0,-440.0
Frankie Edgar,2019-07-27,275.0,-335.0
Felicia Spencer,2019-07-27,315.0,-380.0
Niko Price,2019-07-27,275.0,-335.0
Arman Tsarukyan,2019-07-27,-165.0,145.0
Seungwoo Choi,2019-07-27,-140.0,120.0
Viviane Araujo,2019-07-27,-190.0,165.0
Kyle Stewart,2019-07-27,120.0,-140.0
Hakeem Dawodu,2019-07-27,-440.0,350.0
Sarah Frota,2019-07-27,130.0,-150.0
Max Holloway,2019-07-27,-335.0,275.0
Erik Koch,2019-07-27,-140.0,120.0
Gillian Robertson,2019-07-27,-150.0,130.0
Alexandre Pantoja,2019-07-27,-140.0,120.0
Gavin Tucker,2019-07-27,120.0,-140.0
Cris Cyborg,2019-07-27,-380.0,315.0
Alexis Davis,2019-07-27,165.0,-190.0
Marc-Andre Barriault,2019-07-27,145.0,-165.0
Olivier Aubin-Mercier,2019-07-27,145.0,-165.0
Geoff Neal,2019-07-27,-335.0,275.0
Cole Williams,2019-08-03,425.0,-550.0
Mara Romero Borella,2019-08-03,-220.0,180.0
Matt Schnell,2019-08-03,145.0,-155.0
Nasrat Haqparast,2019-08-03,-380.0,315.0
Lucie Pudilova,2019-08-03,140.0,-160.0
Kennedy Nzechukwu,2019-08-03,100.0,-120.0
Dong Hyun Ma,2019-08-03,320.0,-390.0
Gerald Meerschaert,2019-08-03,150.0,-170.0
Clay Guida,2019-08-03,130.0,-140.0
Salim Touahri,2019-08-03,-120.0,100.0
Antonina Shevchenko,2019-08-03,-160.0,140.0
Mickey Gall,2019-08-03,100.0,-120.0
Darko Stosic,2019-08-03,-120.0,100.0
Scott Holtzman,2019-08-03,-390.0,320.0
Trevin Giles,2019-08-03,-170.0,150.0
Joaquim Silva,2019-08-03,315.0,-380.0
Jim Miller,2019-08-03,-140.0,130.0
Colby Covington,2019-08-03,-300.0,250.0
Claudio Silva,2019-08-03,-550.0,425.0
Miranda Granger,2019-08-03,-105.0,-115.0
Hannah Goldy,2019-08-03,-115.0,-105.0
Robbie Lawler,2019-08-03,250.0,-300.0
Jordan Espinosa,2019-08-03,-155.0,145.0
Lauren Murphy,2019-08-03,180.0,-220.0
Mike Perry,2019-08-10,210.0,-250.0
Polyana Viana,2019-08-10,110.0,-130.0
Alex Da Silva,2019-08-10,-280.0,240.0
Chris Gutierrez,2019-08-10,155.0,-175.0
Raulian Paiva,2019-08-10,-120.0,100.0
Marina Rodriguez,2019-08-10,140.0,-160.0
Raphael Pessoa Nunes,2019-08-10,375.0,-470.0
Aleksei Kunchenko,2019-08-10,-140.0,120.0
Bobby Moffett,2019-08-10,145.0,-165.0
Oskar Piechota,2019-08-10,185.0,-225.0
Ilir Latifi,2019-08-10,165.0,-190.0
Humberto Bandenay,2019-08-10,125.0,-145.0
Liz Carmouche,2019-08-10,700.0,-1100.0
Kazula Vargas,2019-08-10,240.0,-280.0
Veronica Macedo,2019-08-10,-130.0,110.0
Enrique Barzola,2019-08-10,-165.0,145.0
Rodolfo Vieira,2019-08-10,-225.0,185.0
Vincente Luque,2019-08-10,-250.0,210.0
Gilbert Burns,2019-08-10,120.0,-140.0
